timenow,id,subcondition,blockname,trial,carspeed,babylocation,responsename,eventname,mobility,clothes
1967.305,183,n,6.BabyScene,7,88,Grass,2,Estimated Speed,crawler,white
1969.592,183,n,6.BabyScene,7,88,Road,NA,Baby Crossed Road,crawler,white
1972.451,183,n,6.BabyScene,7,88,Road,NA,Baby Crossed Road,crawler,white
1975.091,183,n,6.BabyScene,8,103,Road,NA,Car Starts,crawler,white
1975.436,183,n,6.BabyScene,8,103,Road,22,Score (Space Pressed),crawler,white
1979.541,183,n,6.BabyScene,8,103,Road,NA,Car Ends,crawler,white
1981.871,183,n,6.BabyScene,8,103,Grass,NA,Baby Crossed Road,crawler,white
1982.094,183,n,6.BabyScene,8,103,Grass,2,Estimated Speed,crawler,white
1991.151,183,n,6.BabyScene,8,103,Grass,NA,Baby Crossed Road,crawler,white
1996.832,183,n,6.BabyScene,8,103,Road,NA,Baby Crossed Road,crawler,white
1999.425,183,n,6.BabyScene,9,44,Road,NA,Car Starts,crawler,white
2003.728,183,n,6.BabyScene,9,44,Road,23,Score (Space Pressed),crawler,white
2010.302,183,n,6.BabyScene,9,44,Road,NA,Car Ends,crawler,white
2014.862,183,n,6.BabyScene,9,44,Road,2,Estimated Speed,crawler,white
2017.351,183,n,6.BabyScene,9,44,Road,NA,Baby Crossed Road,crawler,white
2021.537,183,n,6.BabyScene,9,44,Road,NA,Baby Crossed Road,crawler,white
2023.682,183,n,6.BabyScene,10,73,Road,NA,Car Starts,crawler,white
2025.302,183,n,6.BabyScene,10,73,Road,24,Score (Space Pressed),crawler,white
2029.245,183,n,6.BabyScene,10,73,Road,NA,Car Ends,crawler,white
2041.083,183,n,6.BabyScene,10,73,Road,2,Estimated Speed,crawler,white
2043.358,183,n,6.BabyScene,10,73,Road,NA,Baby Crossed Road,crawler,white
2045.265,183,n,6.BabyScene,11,73,Road,NA,Car Starts,crawler,white
2046.477,183,n,6.BabyScene,11,73,Road,25,Score (Space Pressed),crawler,white
2047.445,183,n,6.BabyScene,11,73,Road,NA,Baby Crossed Road,crawler,white
2051.227,183,n,6.BabyScene,11,73,Road,NA,Car Ends,crawler,white
2052.075,183,n,6.BabyScene,11,73,Grass,NA,Baby Crossed Road,crawler,white
2075.163,183,n,6.BabyScene,,,Blanket,,Start New Block,precrawler,
2077.265,183,n,6.BabyScene,1,59,Blanket,NA,Car Starts,precrawler,
2080.006,183,n,6.BabyScene,1,59,Blanket,26,Score (Space Pressed),precrawler,
2082.074,183,n,6.BabyScene,1,59,Blanket,NA,Car Ends,precrawler,
2091.062,183,n,6.BabyScene,1,59,Blanket,4,Estimated Speed,precrawler,
2092.997,183,n,6.BabyScene,2,103,Blanket,NA,Car Starts,precrawler,
2094.289,183,n,6.BabyScene,2,103,Blanket,27,Score (Space Pressed),precrawler,
2097.001,183,n,6.BabyScene,2,103,Blanket,NA,Car Ends,precrawler,
2107.754,183,n,6.BabyScene,2,103,Blanket,4,Estimated Speed,precrawler,
2109.497,183,n,6.BabyScene,3,88,Blanket,NA,Car Starts,precrawler,
2111.367,183,n,6.BabyScene,3,88,Blanket,28,Score (Space Pressed),precrawler,
2115.361,183,n,6.BabyScene,3,88,Blanket,NA,Car Ends,precrawler,
2126.055,183,n,6.BabyScene,3,88,Blanket,3,Estimated Speed,precrawler,
2127.938,183,n,6.BabyScene,4,88,Blanket,NA,Car Starts,precrawler,
2129.949,183,n,6.BabyScene,4,88,Blanket,29,Score (Space Pressed),precrawler,
2135.235,183,n,6.BabyScene,4,88,Blanket,NA,Car Ends,precrawler,
2153.41,183,n,6.BabyScene,4,88,Blanket,3,Estimated Speed,precrawler,
2155.908,183,n,6.BabyScene,5,44,Blanket,NA,Car Starts,precrawler,
2161.43,183,n,6.BabyScene,5,44,Blanket,30,Score (Space Pressed),precrawler,
2163.697,183,n,6.BabyScene,5,44,Blanket,NA,Car Ends,precrawler,
2179.482,183,n,6.BabyScene,5,44,Blanket,4,Estimated Speed,precrawler,
2181.286,183,n,6.BabyScene,6,103,Blanket,NA,Car Starts,precrawler,
2182.953,183,n,6.BabyScene,6,103,Blanket,31,Score (Space Pressed),precrawler,
2188.244,183,n,6.BabyScene,6,103,Blanket,NA,Car Ends,precrawler,
2203.381,183,n,6.BabyScene,6,103,Blanket,1,Estimated Speed,precrawler,
2205.526,183,n,6.BabyScene,7,73,Blanket,NA,Car Starts,precrawler,
2208.749,183,n,6.BabyScene,7,73,Blanket,32,Score (Space Pressed),precrawler,
2213.207,183,n,6.BabyScene,7,73,Blanket,NA,Car Ends,precrawler,
2231.066,183,n,6.BabyScene,7,73,Blanket,1,Estimated Speed,precrawler,
2233.9,183,n,6.BabyScene,8,59,Blanket,NA,Car Starts,precrawler,
2237.162,183,n,6.BabyScene,8,59,Blanket,33,Score (Space Pressed),precrawler,
2243.588,183,n,6.BabyScene,8,59,Blanket,NA,Car Ends,precrawler,
2251.934,183,n,6.BabyScene,8,59,Blanket,3,Estimated Speed,precrawler,
2254.878,183,n,6.BabyScene,9,73,Blanket,NA,Car Starts,precrawler,
2256.823,183,n,6.BabyScene,9,73,Blanket,34,Score (Space Pressed),precrawler,
2263.219,183,n,6.BabyScene,9,73,Blanket,NA,Car Ends,precrawler,
2272.539,183,n,6.BabyScene,9,73,Blanket,5,Estimated Speed,precrawler,
2275.938,183,n,6.BabyScene,10,44,Blanket,NA,Car Starts,precrawler,
2275.938,183,n,6.BabyScene,10,44,Blanket,NA,Car Starts,precrawler,
2279.459,183,n,6.BabyScene,10,44,Blanket,Baby Location: (256.0,B Pressed,precrawler,
1724.281,184,n,3.Narrative1,Tutorial Instructions 1,,NA,,Start New Block,NA,NA
1734.508,184,n,3.Narrative1,Tutorial Instructions 1,103,NA,Space Pressed,Space Pressed,NA,NA
1741.322,184,n,3.Narrative1,Tutorial Instructions 1,103,NA,Space Pressed,Space Pressed,NA,NA
1755.549,184,n,4.NeutralScene,,,NA,,Start New Block,NA,NA
1757.432,184,n,4.NeutralScene,1,88,NA,NA,Car Starts,NA,NA
1759.716,184,n,4.NeutralScene,1,88,NA,1,Score (Space Pressed),NA,NA
1764.565,184,n,4.NeutralScene,1,88,NA,NA,Car Ends,NA,NA
1777.401,184,n,4.NeutralScene,1,88,NA,3,Estimated Speed,NA,NA
1779.401,184,n,4.NeutralScene,2,59,NA,NA,Car Starts,NA,NA
1783.539,184,n,4.NeutralScene,2,59,NA,2,Score (Space Pressed),NA,NA
1796.405,184,n,4.NeutralScene,2,59,NA,NA,Car Ends,NA,NA
1806.436,184,n,4.NeutralScene,2,59,NA,2,Estimated Speed,NA,NA
1808.155,184,n,4.NeutralScene,3,88,NA,NA,Car Starts,NA,NA
1810.591,184,n,4.NeutralScene,3,88,NA,3,Score (Space Pressed),NA,NA
1812.887,184,n,4.NeutralScene,3,88,NA,NA,Car Ends,NA,NA
1827.233,184,n,4.NeutralScene,3,88,NA,4,Estimated Speed,NA,NA
1829.091,184,n,4.NeutralScene,4,73,NA,NA,Car Starts,NA,NA
1832.227,184,n,4.NeutralScene,4,73,NA,4,Score (Space Pressed),NA,NA
1838.501,184,n,4.NeutralScene,4,73,NA,NA,Car Ends,NA,NA
1854.164,184,n,4.NeutralScene,4,73,NA,3,Estimated Speed,NA,NA
1856.586,184,n,4.NeutralScene,5,44,NA,NA,Car Starts,NA,NA
1862.247,184,n,4.NeutralScene,5,44,NA,5,Score (Space Pressed),NA,NA
1884.849,184,n,5.Narrative2,Tutorial Instructions 2,,Blanket,,Start New Block,precrawler,naked
1887.598,184,n,5.Narrative2,Tutorial Instructions 2,88,Blanket,Baby Location: (256.0,B Pressed,precrawler,naked
1895.402,184,n,5.Narrative2,Tutorial Instructions 2,73,Blanket,Baby Location: (255.7,B Pressed,precrawler,naked
1899.054,184,n,6.BabyScene,,,Blanket,,Start New Block,precrawler,naked
1904.319,184,n,6.BabyScene,1,0,Blanket,Baby Location: (256.0,B Pressed,precrawler,naked
1906.695,184,n,6.BabyScene,1,44,Blanket,NA,Car Starts,precrawler,naked
1909.771,184,n,6.BabyScene,1,44,Blanket,6,Score (Space Pressed),precrawler,naked
1912.165,184,n,6.BabyScene,1,44,Blanket,NA,Car Ends,precrawler,naked
1921.639,184,n,6.BabyScene,1,44,Blanket,4,Estimated Speed,precrawler,naked
1923.552,184,n,6.BabyScene,2,59,Blanket,NA,Car Starts,precrawler,naked
1926.376,184,n,6.BabyScene,2,59,Blanket,7,Score (Space Pressed),precrawler,naked
1928.116,184,n,6.BabyScene,2,59,Blanket,NA,Car Ends,precrawler,naked
1929.669,184,n,6.BabyScene,2,59,Blanket,4,Estimated Speed,precrawler,naked
1933.424,184,n,6.BabyScene,3,59,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
1936.185,184,n,6.BabyScene,3,44,Blanket,NA,Car Starts,precrawler,naked
1936.39,184,n,6.BabyScene,3,44,Blanket,Baby Location: (255.6,B Pressed,precrawler,naked
1939.401,184,n,6.BabyScene,3,44,Blanket,8,Score (Space Pressed),precrawler,naked
1942.645,184,n,6.BabyScene,3,44,Blanket,NA,Car Ends,precrawler,naked
1949.768,184,n,6.BabyScene,3,44,Blanket,5,Estimated Speed,precrawler,naked
1951.222,184,n,6.BabyScene,4,103,Blanket,NA,Car Starts,precrawler,naked
1952.794,184,n,6.BabyScene,4,103,Blanket,9,Score (Space Pressed),precrawler,naked
1956.185,184,n,6.BabyScene,4,103,Blanket,NA,Car Ends,precrawler,naked
1957.159,184,n,6.BabyScene,4,103,Blanket,6,Estimated Speed,precrawler,naked
1970.661,184,n,6.BabyScene,5,103,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
1972.37,184,n,6.BabyScene,5,73,Blanket,NA,Car Starts,precrawler,naked
1974.927,184,n,6.BabyScene,5,73,Blanket,10,Score (Space Pressed),precrawler,naked
1976.755,184,n,6.BabyScene,5,73,Blanket,NA,Car Ends,precrawler,naked
1978.582,184,n,6.BabyScene,5,73,Blanket,4,Estimated Speed,precrawler,naked
1986.356,184,n,6.BabyScene,6,73,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
1988.145,184,n,6.BabyScene,6,59,Blanket,NA,Car Starts,precrawler,naked
1991.327,184,n,6.BabyScene,6,59,Blanket,11,Score (Space Pressed),precrawler,naked
1995.463,184,n,6.BabyScene,6,59,Blanket,NA,Car Ends,precrawler,naked
1997.355,184,n,6.BabyScene,6,59,Blanket,3,Estimated Speed,precrawler,naked
2009.591,184,n,6.BabyScene,7,59,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
2011,184,n,6.BabyScene,7,88,Blanket,NA,Car Starts,precrawler,naked
2012.996,184,n,6.BabyScene,7,88,Blanket,12,Score (Space Pressed),precrawler,naked
2015.812,184,n,6.BabyScene,7,88,Blanket,NA,Car Ends,precrawler,naked
2021.685,184,n,6.BabyScene,7,88,Blanket,5,Estimated Speed,precrawler,naked
2023.444,184,n,6.BabyScene,8,73,Blanket,NA,Car Starts,precrawler,naked
2025.792,184,n,6.BabyScene,8,73,Blanket,13,Score (Space Pressed),precrawler,naked
2027.67,184,n,6.BabyScene,8,73,Blanket,NA,Car Ends,precrawler,naked
2028.612,184,n,6.BabyScene,8,73,Blanket,4,Estimated Speed,precrawler,naked
2033.015,184,n,6.BabyScene,9,73,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
2034.598,184,n,6.BabyScene,9,103,Blanket,NA,Car Starts,precrawler,naked
2035.551,184,n,6.BabyScene,9,103,Blanket,14,Score (Space Pressed),precrawler,naked
2039.144,184,n,6.BabyScene,9,103,Blanket,NA,Car Ends,precrawler,naked
2040.83,184,n,6.BabyScene,9,103,Blanket,6,Estimated Speed,precrawler,naked
2052.265,184,n,6.BabyScene,10,103,Blanket,Baby Location: (256.2,B Pressed,precrawler,naked
2053.856,184,n,6.BabyScene,10,88,Blanket,NA,Car Starts,precrawler,naked
2055.812,184,n,6.BabyScene,10,88,Blanket,15,Score (Space Pressed),precrawler,naked
2070.508,184,n,5.Narrative2,Tutorial Instructions 2,,Blanket,,Start New Block,crawler,white
2073.373,184,n,5.Narrative2,Tutorial Instructions 2,44,Grass,NA,Baby Crossed Blanket,crawler,white
2078.306,184,n,6.BabyScene,,,Blanket,,Start New Block,crawler,white
2083.903,184,n,6.BabyScene,1,0,Blanket,Baby Location: (254.8,B Pressed,crawler,white
2086.435,184,n,6.BabyScene,1,73,Blanket,NA,Car Starts,crawler,white
2087.759,184,n,6.BabyScene,1,73,Blanket,16,Score (Space Pressed),crawler,white
2091.75,184,n,6.BabyScene,1,73,Blanket,NA,Car Ends,crawler,white
2099.583,184,n,6.BabyScene,1,73,Blanket,5,Estimated Speed,crawler,white
2101.685,184,n,6.BabyScene,2,73,Blanket,Baby Location: (255.7,B Pressed,crawler,white
2104.561,184,n,6.BabyScene,2,44,Blanket,NA,Car Starts,crawler,white
2107.416,184,n,6.BabyScene,2,44,Blanket,17,Score (Space Pressed),crawler,white
2110.659,184,n,6.BabyScene,2,44,Blanket,NA,Car Ends,crawler,white
2120.469,184,n,6.BabyScene,2,44,Blanket,3,Estimated Speed,crawler,white
2123.133,184,n,6.BabyScene,3,44,Blanket,Baby Location: (256.4,B Pressed,crawler,white
2125.704,184,n,6.BabyScene,3,44,Blanket,NA,Car Starts,crawler,white
2128.983,184,n,6.BabyScene,3,44,Blanket,18,Score (Space Pressed),crawler,white
2132.433,184,n,6.BabyScene,3,44,Blanket,NA,Car Ends,crawler,white
2139.238,184,n,6.BabyScene,3,44,Blanket,3,Estimated Speed,crawler,white
2140.848,184,n,6.BabyScene,4,88,Blanket,NA,Car Starts,crawler,white
2142.572,184,n,6.BabyScene,4,88,Blanket,19,Score (Space Pressed),crawler,white
2144.069,184,n,6.BabyScene,4,88,Blanket,NA,Car Ends,crawler,white
2145.103,184,n,6.BabyScene,4,88,Blanket,4,Estimated Speed,crawler,white
2151.219,184,n,6.BabyScene,5,88,Blanket,Baby Location: (255.5,B Pressed,crawler,white
2154.523,184,n,6.BabyScene,5,88,Blanket,NA,Baby Crossed Blanket,crawler,white
2156.234,184,n,6.BabyScene,5,103,Blanket,NA,Car Starts,crawler,white
2157.171,184,n,6.BabyScene,5,103,Blanket,20,Score (Space Pressed),crawler,white
2162.264,184,n,6.BabyScene,5,103,Blanket,NA,Car Ends,crawler,white
2168.714,184,n,6.BabyScene,5,103,Blanket,5,Estimated Speed,crawler,white
2169.669,184,n,6.BabyScene,6,103,Blanket,20,Score (Space Pressed),crawler,white
2171.449,184,n,6.BabyScene,6,103,Blanket,Baby Location: (254.4,B Pressed,crawler,white
2173.667,184,n,6.BabyScene,6,73,Blanket,NA,Car Starts,crawler,white
2175.068,184,n,6.BabyScene,6,73,Blanket,21,Score (Space Pressed),crawler,white
2179.619,184,n,6.BabyScene,6,73,Blanket,NA,Car Ends,crawler,white
2188.51,184,n,6.BabyScene,6,73,Blanket,5,Estimated Speed,crawler,white
2192.929,184,n,6.BabyScene,7,73,Blanket,Baby Location: (254.7,B Pressed,crawler,white
2193.732,184,n,6.BabyScene,7,103,Blanket,NA,Car Starts,crawler,white
2195.514,184,n,6.BabyScene,7,103,Blanket,22,Score (Space Pressed),crawler,white
2200.379,184,n,6.BabyScene,7,103,Blanket,NA,Car Ends,crawler,white
2207.733,184,n,6.BabyScene,7,103,Blanket,5,Estimated Speed,crawler,white
2208.844,184,n,6.BabyScene,8,59,Blanket,NA,Car Starts,crawler,white
2210.198,184,n,6.BabyScene,8,59,Blanket,Baby Location: (255.1,B Pressed,crawler,white
2212.5,184,n,6.BabyScene,8,59,Blanket,23,Score (Space Pressed),crawler,white
2216.672,184,n,6.BabyScene,8,59,Blanket,NA,Car Ends,crawler,white
2230.84,184,n,6.BabyScene,8,59,Blanket,3,Estimated Speed,crawler,white
2231.714,184,n,6.BabyScene,9,59,Blanket,NA,Car Starts,crawler,white
2232.99,184,n,6.BabyScene,9,59,Blanket,Baby Location: (257.2,B Pressed,crawler,white
2235.706,184,n,6.BabyScene,9,59,Blanket,24,Score (Space Pressed),crawler,white
2237.435,184,n,6.BabyScene,9,59,Blanket,NA,Car Ends,crawler,white
2242.467,184,n,6.BabyScene,9,59,Blanket,4,Estimated Speed,crawler,white
2244.505,184,n,6.BabyScene,10,88,Blanket,NA,Car Starts,crawler,white
2245.528,184,n,6.BabyScene,10,88,Blanket,25,Score (Space Pressed),crawler,white
2251.221,184,n,5.Narrative2,Tutorial Instructions 2,,Blanket,,Start New Block,walker,green 
2267.234,184,n,6.BabyScene,,,Blanket,,Start New Block,walker,green 
2267.473,184,n,6.BabyScene,1,0,Blanket,Baby Location: (254.2,B Pressed,walker,green 
2269.62,184,n,6.BabyScene,1,59,Blanket,NA,Car Starts,walker,green 
2271.615,184,n,6.BabyScene,1,59,Blanket,26,Score (Space Pressed),walker,green 
2275.301,184,n,6.BabyScene,1,59,Blanket,NA,Car Ends,walker,green 
2286.885,184,n,6.BabyScene,1,59,Blanket,3,Estimated Speed,walker,green 
2288.434,184,n,6.BabyScene,2,88,Blanket,NA,Car Starts,walker,green 
2288.673,184,n,6.BabyScene,2,88,Blanket,Baby Location: (256.2,B Pressed,walker,green 
2290.123,184,n,6.BabyScene,2,88,Blanket,27,Score (Space Pressed),walker,green 
2293.206,184,n,6.BabyScene,2,88,Blanket,NA,Car Ends,walker,green 
2307.857,184,n,6.BabyScene,2,88,Blanket,5,Estimated Speed,walker,green 
2310.237,184,n,6.BabyScene,3,44,Blanket,NA,Car Starts,walker,green 
2312.145,184,n,6.BabyScene,3,44,Blanket,28,Score (Space Pressed),walker,green 
2314.372,184,n,6.BabyScene,3,44,Blanket,Baby Location: (256.5,B Pressed,walker,green 
2317.835,184,n,6.BabyScene,3,44,Blanket,NA,Car Ends,walker,green 
2327.451,184,n,6.BabyScene,3,44,Blanket,2,Estimated Speed,walker,green 
2329.821,184,n,6.BabyScene,4,44,Blanket,NA,Car Starts,walker,green 
2334.231,184,n,6.BabyScene,4,44,Blanket,29,Score (Space Pressed),walker,green 
2338.049,184,n,6.BabyScene,4,44,Blanket,NA,Car Ends,walker,green 
2338.886,184,n,6.BabyScene,4,44,Blanket,2,Estimated Speed,walker,green 
2343.663,184,n,6.BabyScene,5,44,Blanket,Baby Location: (257.3,B Pressed,walker,green 
2345.206,184,n,6.BabyScene,5,103,Blanket,NA,Car Starts,walker,green 
2346.378,184,n,6.BabyScene,5,103,Blanket,30,Score (Space Pressed),walker,green 
2349.481,184,n,6.BabyScene,5,103,Blanket,NA,Car Ends,walker,green 
2358.524,184,n,6.BabyScene,5,103,Blanket,5,Estimated Speed,walker,green 
2360.695,184,n,6.BabyScene,6,59,Blanket,NA,Car Starts,walker,green 
2363.715,184,n,6.BabyScene,6,59,Blanket,31,Score (Space Pressed),walker,green 
2366.866,184,n,6.BabyScene,6,59,Blanket,NA,Car Ends,walker,green 
2367.712,184,n,6.BabyScene,6,59,Blanket,3,Estimated Speed,walker,green 
2372.956,184,n,6.BabyScene,7,59,Blanket,Baby Location: (258.5,B Pressed,walker,green 
2374.543,184,n,6.BabyScene,7,88,Blanket,NA,Car Starts,walker,green 
2376.404,184,n,6.BabyScene,7,88,Blanket,32,Score (Space Pressed),walker,green 
2379.948,184,n,6.BabyScene,7,88,Blanket,NA,Car Ends,walker,green 
2391.651,184,n,6.BabyScene,7,88,Blanket,3,Estimated Speed,walker,green 
2393.249,184,n,6.BabyScene,8,103,Blanket,NA,Car Starts,walker,green 
2394.722,184,n,6.BabyScene,8,103,Blanket,33,Score (Space Pressed),walker,green 
2395.095,184,n,6.BabyScene,8,103,Blanket,NA,Car Ends,walker,green 
2397.596,184,n,6.BabyScene,8,103,Blanket,Baby Location: (257.6,B Pressed,walker,green 
2408.517,184,n,6.BabyScene,8,103,Blanket,4,Estimated Speed,walker,green 
2410.252,184,n,6.BabyScene,9,73,Blanket,NA,Car Starts,walker,green 
2412.411,184,n,6.BabyScene,9,73,Blanket,34,Score (Space Pressed),walker,green 
2418.917,184,n,6.BabyScene,9,73,Blanket,NA,Car Ends,walker,green 
2427.539,184,n,6.BabyScene,9,73,Blanket,3,Estimated Speed,walker,green 
2429.37,184,n,6.BabyScene,10,73,Blanket,NA,Car Starts,walker,green 
2429.601,184,n,6.BabyScene,10,73,Blanket,Baby Location: (254.9,B Pressed,walker,green 
2431.428,184,n,6.BabyScene,10,73,Blanket,35,Score (Space Pressed),walker,green 
1759.431,185,n,3.Narrative1,Tutorial Instructions 1,,NA,,Start New Block,NA,NA
1763.446,185,n,3.Narrative1,Tutorial Instructions 1,73,NA,Space Pressed,Space Pressed,NA,NA
1772.613,185,n,3.Narrative1,Tutorial Instructions 1,88,NA,4,Estimated Speed,NA,NA
1789.088,185,n,3.Narrative1,Tutorial Instructions 1,88,NA,Space Pressed,Space Pressed,NA,NA
1792.947,185,n,3.Narrative1,Tutorial Instructions 1,73,NA,Space Pressed,Space Pressed,NA,NA
1807.616,185,n,4.NeutralScene,,,NA,,Start New Block,NA,NA
1809.676,185,n,4.NeutralScene,1,103,NA,NA,Car Starts,NA,NA
1810.574,185,n,4.NeutralScene,1,103,NA,1,Score (Space Pressed),NA,NA
1814.741,185,n,4.NeutralScene,1,103,NA,NA,Car Ends,NA,NA
1820.305,185,n,4.NeutralScene,1,103,NA,5,Estimated Speed,NA,NA
1822.843,185,n,4.NeutralScene,2,44,NA,NA,Car Starts,NA,NA
1823.277,185,n,4.NeutralScene,2,44,NA,2,Score (Space Pressed),NA,NA
1823.705,185,n,4.NeutralScene,2,44,NA,3,Score (Space Pressed),NA,NA
1826.611,185,n,4.NeutralScene,2,44,NA,3,Score (Space Pressed),NA,NA
1828.825,185,n,4.NeutralScene,2,44,NA,NA,Car Ends,NA,NA
1835.549,185,n,4.NeutralScene,2,44,NA,4,Estimated Speed,NA,NA
1837.204,185,n,4.NeutralScene,3,88,NA,NA,Car Starts,NA,NA
1838.666,185,n,4.NeutralScene,3,88,NA,3,Score (Space Pressed),NA,NA
1842.336,185,n,4.NeutralScene,3,88,NA,NA,Car Ends,NA,NA
1848.831,185,n,4.NeutralScene,3,88,NA,4,Estimated Speed,NA,NA
1850.961,185,n,4.NeutralScene,4,73,NA,NA,Car Starts,NA,NA
1852.518,185,n,4.NeutralScene,4,73,NA,4,Score (Space Pressed),NA,NA
1857.204,185,n,4.NeutralScene,4,73,NA,NA,Car Ends,NA,NA
1863.062,185,n,4.NeutralScene,4,73,NA,4,Estimated Speed,NA,NA
1865.607,185,n,4.NeutralScene,5,59,NA,NA,Car Starts,NA,NA
1867.926,185,n,4.NeutralScene,5,59,NA,5,Score (Space Pressed),NA,NA
1892.943,185,n,5.Narrative2,Tutorial Instructions 2,,Blanket,,Start New Block,crawler,white
1895.743,185,n,5.Narrative2,Tutorial Instructions 2,59,Grass,NA,Baby Crossed Blanket,crawler,white
1900.282,185,n,5.Narrative2,Tutorial Instructions 2,59,Grass,NA,Baby Crossed Blanket,crawler,white
1901.905,185,n,5.Narrative2,Tutorial Instructions 2,59,Grass,Baby Location: (257.3,B Pressed,crawler,white
1902.662,185,n,5.Narrative2,Tutorial Instructions 2,59,Grass,Baby Location: (257.2,B Pressed,crawler,white
1902.987,185,n,5.Narrative2,Tutorial Instructions 2,59,Grass,Baby Location: (257.2,B Pressed,crawler,white
1903.417,185,n,5.Narrative2,Tutorial Instructions 2,59,Grass,Baby Location: (257.2,B Pressed,crawler,white
1904.175,185,n,5.Narrative2,Tutorial Instructions 2,59,Grass,Baby Location: (257.2,B Pressed,crawler,white
1904.499,185,n,5.Narrative2,Tutorial Instructions 2,59,Grass,Baby Location: (257.2,B Pressed,crawler,white
1904.824,185,n,5.Narrative2,Tutorial Instructions 2,59,Grass,Baby Location: (257.2,B Pressed,crawler,white
1918.83,185,n,5.Narrative2,Tutorial Instructions 2,73,Blanket,Baby Location: (257.2,B Pressed,crawler,white
1919.48,185,n,5.Narrative2,Tutorial Instructions 2,44,Blanket,Baby Location: (256.3,B Pressed,crawler,white
1928.055,185,n,6.BabyScene,,,Blanket,,Start New Block,crawler,white
1930.229,185,n,6.BabyScene,1,59,Blanket,NA,Car Starts,crawler,white
1930.455,185,n,6.BabyScene,1,59,Blanket,Baby Location: (254.6,B Pressed,crawler,white
1932.403,185,n,6.BabyScene,1,59,Blanket,NA,Baby Crossed Blanket,crawler,white
1936.893,185,n,6.BabyScene,1,59,Blanket,NA,Car Ends,crawler,white
1945.053,185,n,6.BabyScene,1,59,Blanket,4,Estimated Speed,crawler,white
1948.059,185,n,6.BabyScene,2,44,Blanket,NA,Car Starts,crawler,white
1948.505,185,n,6.BabyScene,2,44,Blanket,Baby Location: (256.4,B Pressed,crawler,white
1948.613,185,n,6.BabyScene,2,44,Blanket,Baby Location: (256.4,B Pressed,crawler,white
1951.183,185,n,6.BabyScene,2,44,Blanket,6,Score (Space Pressed),crawler,white
1953.668,185,n,6.BabyScene,2,44,Blanket,NA,Car Ends,crawler,white
1967.583,185,n,6.BabyScene,2,44,Blanket,4,Estimated Speed,crawler,white
1970.82,185,n,6.BabyScene,3,59,Blanket,NA,Car Starts,crawler,white
1972.324,185,n,6.BabyScene,3,59,Blanket,Baby Location: (255.5,B Pressed,crawler,white
1975.492,185,n,6.BabyScene,3,59,Blanket,NA,Car Ends,crawler,white
1980.511,185,n,6.BabyScene,3,59,Blanket,4,Estimated Speed,crawler,white
1983.077,185,n,6.BabyScene,4,103,Blanket,NA,Car Starts,crawler,white
1985.298,185,n,6.BabyScene,4,103,Blanket,NA,Car Ends,crawler,white
1995.292,185,n,6.BabyScene,4,103,Blanket,4,Estimated Speed,crawler,white
1997.053,185,n,6.BabyScene,5,103,Blanket,NA,Car Starts,crawler,white
1998.045,185,n,6.BabyScene,5,103,Blanket,7,Score (Space Pressed),crawler,white
1998.157,185,n,6.BabyScene,5,103,Blanket,7,Score (Space Pressed),crawler,white
2003.05,185,n,6.BabyScene,5,103,Blanket,Baby Location: (257.2,B Pressed,crawler,white
2016.659,185,n,6.BabyScene,5,103,Blanket,5,Estimated Speed,crawler,white
2018.965,185,n,6.BabyScene,6,88,Blanket,NA,Car Starts,crawler,white
2019.822,185,n,6.BabyScene,6,88,Blanket,Baby Location: (255.8,B Pressed,crawler,white
2022.385,185,n,6.BabyScene,6,88,Blanket,NA,Car Ends,crawler,white
2037.161,185,n,6.BabyScene,6,88,Blanket,4,Estimated Speed,crawler,white
2040.348,185,n,6.BabyScene,7,59,Blanket,NA,Car Starts,crawler,white
2041.634,185,n,6.BabyScene,7,59,Blanket,Baby Location: (256.1,B Pressed,crawler,white
2041.842,185,n,6.BabyScene,7,59,Blanket,8,Score (Space Pressed),crawler,white
2046.349,185,n,6.BabyScene,7,59,Blanket,NA,Car Ends,crawler,white
2054.519,185,n,6.BabyScene,7,59,Blanket,4,Estimated Speed,crawler,white
2056.82,185,n,6.BabyScene,8,59,Blanket,NA,Car Starts,crawler,white
2057.587,185,n,6.BabyScene,8,59,Blanket,9,Score (Space Pressed),crawler,white
2059.194,185,n,6.BabyScene,8,59,Blanket,Baby Location: (256.7,B Pressed,crawler,white
2062.328,185,n,6.BabyScene,8,59,Blanket,NA,Car Ends,crawler,white
2069.548,185,n,6.BabyScene,8,59,Blanket,3,Estimated Speed,crawler,white
2072.509,185,n,6.BabyScene,9,44,Blanket,NA,Car Starts,crawler,white
2073.821,185,n,6.BabyScene,9,44,Blanket,10,Score (Space Pressed),crawler,white
2075.643,185,n,6.BabyScene,9,44,Blanket,Baby Location: (255.2,B Pressed,crawler,white
2080.217,185,n,6.BabyScene,9,44,Blanket,NA,Car Ends,crawler,white
2095.581,185,n,6.BabyScene,9,44,Blanket,4,Estimated Speed,crawler,white
2096.022,185,n,6.BabyScene,10,73,Blanket,NA,Car Starts,crawler,white
